timestamp,total_workload_groups,total_workload_quantity,real_time_quantity,batch_quantity,background_quantity,avg_priority_level,delayable_workload_groups,avg_max_delay_hours,total_cpu_units,total_ram_units,total_storage_io_units,total_network_units
2026-05-27 16:00:00,12,731,343,323,65,2.8333333333333335,8,6.0,270.12,262.54,188.48999999999998,191.91
2026-05-27 17:00:00,14,734,364,310,60,2.9285714285714284,9,4.714285714285714,265.96999999999997,232.28,200.34,188.77
2026-05-27 18:00:00,11,827,413,346,68,2.8181818181818183,8,8.090909090909092,323.78000000000003,277.25,232.16,201.83
2026-05-27 19:00:00,8,641,287,281,73,3.125,5,4.75,215.23,175.66,160.69,187.82999999999998
2026-05-27 20:00:00,12,666,255,329,82,3.0,7,6.0,221.74,207.38,185.33,156.25
2026-05-27 21:00:00,12,578,203,319,56,3.3333333333333335,7,3.9166666666666665,236.76,185.03,180.57,146.4
2026-05-27 22:00:00,9,542,238,240,64,3.111111111111111,6,3.6666666666666665,221.7,178.26999999999998,130.48,144.59
2026-05-27 23:00:00,10,582,192,311,79,3.3,7,3.8,209.88,177.86,154.46,132.23
2026-05-28 00:00:00,12,565,258,215,92,3.4166666666666665,6,2.8333333333333335,204.79,156.03,151.68,162.51
2026-05-28 01:00:00,13,454,188,207,59,3.4615384615384617,7,2.769230769230769,176.05,148.4,118.86,110.17
2026-05-28 02:00:00,11,496,222,189,85,3.3636363636363638,5,2.090909090909091,145.9,166.64000000000001,142.09,117.34
2026-05-28 03:00:00,11,452,246,131,75,3.272727272727273,6,3.4545454545454546,180.82,156.6,115.47,146.65
2026-05-28 04:00:00,9,398,193,157,48,3.5555555555555554,4,2.3333333333333335,113.99,116.07000000000001,101.34,105.22
2026-05-28 05:00:00,9,444,222,126,96,3.0,5,4.222222222222222,139.69,151.79,127.0,126.45
2026-05-28 06:00:00,10,520,274,185,61,3.2,6,3.5,202.69,171.97,132.81,149.64000000000001
2026-05-28 07:00:00,10,443,144,239,60,3.7,4,2.7,157.9,114.13000000000001,146.82,96.33
2026-05-28 08:00:00,10,596,234,299,63,3.1,6,4.5,236.94,208.2,186.45,131.44
2026-05-28 09:00:00,8,676,386,220,70,3.375,4,2.75,236.6,248.03,172.67000000000002,218.24
2026-05-28 10:00:00,11,691,341,280,70,3.0,8,5.818181818181818,276.54,214.01,213.93,188.2
2026-05-28 11:00:00,16,865,395,367,103,3.1875,10,5.1875,309.28,262.49,216.85,231.63
2026-05-28 12:00:00,12,705,451,214,40,3.0833333333333335,7,4.333333333333333,283.07,246.7,172.88,219.48
2026-05-28 13:00:00,11,664,368,249,47,3.1818181818181817,7,5.909090909090909,292.65,216.81,172.21,186.17000000000002
2026-05-28 14:00:00,11,754,422,257,75,2.909090909090909,6,5.2727272727272725,272.65999999999997,254.54,180.39,229.21
2026-05-28 15:00:00,11,701,368,253,80,2.8181818181818183,8,5.2727272727272725,254.59,279.21999999999997,173.02,202.29
2026-05-28 16:00:00,12,822,398,348,76,2.75,8,5.75,322.21,309.23,246.79,251.62
2026-05-28 17:00:00,8,631,338,240,53,3.75,5,4.625,238.97,223.48,141.85,193.9
2026-05-28 18:00:00,11,802,421,289,92,3.0,8,5.181818181818182,295.84000000000003,271.65,193.47,227.72
2026-05-28 19:00:00,11,614,287,261,66,2.909090909090909,8,5.909090909090909,258.18,229.63,154.57,146.56
2026-05-28 20:00:00,13,743,350,314,79,2.769230769230769,10,5.6923076923076925,263.48,254.07,184.78,196.49
2026-05-28 21:00:00,12,645,300,268,77,3.25,7,3.5,240.63,196.17,164.85,158.74
2026-05-28 22:00:00,9,503,202,197,104,3.111111111111111,5,2.111111111111111,175.18,168.23,149.12,106.35
2026-05-28 23:00:00,8,448,208,200,40,3.375,5,3.375,188.56,142.06,127.03,131.74
2026-05-29 00:00:00,11,525,298,148,79,2.909090909090909,8,3.272727272727273,196.91,197.62,130.12,151.0
2026-05-29 01:00:00,12,641,239,275,127,3.25,8,2.9166666666666665,240.20999999999998,223.05,162.2,147.8
2026-05-29 02:00:00,8,500,280,152,68,3.25,4,5.25,190.29,170.62,126.75999999999999,150.67
2026-05-29 03:00:00,9,468,213,221,34,3.2222222222222223,6,4.888888888888889,171.5,168.52,114.44,119.95
2026-05-29 04:00:00,13,578,199,300,79,3.3076923076923075,7,4.384615384615385,220.35,181.17000000000002,159.12,148.48
2026-05-29 05:00:00,13,460,192,206,62,3.0,9,3.769230769230769,177.45,148.37,129.53,125.3
2026-05-29 06:00:00,11,549,272,201,76,3.0,8,4.181818181818182,211.99,183.67,158.67,132.97
2026-05-29 07:00:00,12,656,289,309,58,3.0,8,4.416666666666667,281.39,236.28,189.26,164.68
2026-05-29 08:00:00,13,603,286,236,81,3.4615384615384617,8,5.3076923076923075,235.07,182.01999999999998,164.79,181.88
2026-05-29 09:00:00,11,679,410,196,73,3.0,6,6.636363636363637,262.24,242.14,160.71,227.36
2026-05-29 10:00:00,10,795,423,283,89,3.0,7,7.8,288.01,277.1,187.93,191.85000000000002
2026-05-29 11:00:00,13,712,396,255,61,3.6153846153846154,8,5.384615384615385,245.14,245.8,171.43,186.28
2026-05-29 12:00:00,14,708,371,282,55,3.2142857142857144,8,4.428571428571429,250.05,225.85,193.53,180.92
2026-05-29 13:00:00,14,727,427,201,99,3.2142857142857144,9,5.428571428571429,273.8,247.71,171.05,184.74
2026-05-29 14:00:00,12,815,453,267,95,3.0833333333333335,9,5.833333333333333,321.41,287.87,202.04,217.03
2026-05-29 15:00:00,9,675,353,266,56,3.5555555555555554,5,4.333333333333333,261.09,212.89,177.8,177.87
2026-05-29 16:00:00,12,768,401,299,68,3.25,7,4.5,280.56,257.7,218.45,197.04
2026-05-29 17:00:00,7,673,365,252,56,3.142857142857143,4,3.4285714285714284,285.65,254.02,193.76,202.94
2026-05-29 18:00:00,14,631,340,228,63,2.7857142857142856,10,5.5,231.1,215.2,142.01,187.71
2026-05-29 19:00:00,13,517,298,166,53,3.0,9,5.923076923076923,191.51,163.59,145.0,138.69
2026-05-29 20:00:00,10,671,370,209,92,2.7,7,6.9,266.26,245.29,171.22,212.1
2026-05-29 21:00:00,13,698,393,239,66,3.4615384615384617,7,4.0,271.79,253.73,158.82999999999998,227.07
2026-05-29 22:00:00,13,482,216,178,88,3.0,8,3.923076923076923,180.65,157.89,141.27,115.14
2026-05-29 23:00:00,10,518,219,215,84,2.7,7,4.4,190.35,148.41,143.73,130.34
2026-05-30 00:00:00,15,476,222,172,82,2.8666666666666667,10,4.666666666666667,173.12,158.03,112.81,152.39
2026-05-30 01:00:00,10,663,240,355,68,3.3,7,4.4,281.85,227.96,201.53,157.23
2026-05-30 02:00:00,12,677,276,285,116,3.4166666666666665,7,4.25,262.69,223.19,208.37,153.38
2026-05-30 03:00:00,12,616,148,390,78,3.3333333333333335,6,4.0,222.63,191.78,172.81,172.01
2026-05-30 04:00:00,9,594,257,274,63,2.888888888888889,6,3.7777777777777777,223.28,178.99,136.60999999999999,168.58
2026-05-30 05:00:00,7,542,167,297,78,2.857142857142857,4,1.1428571428571428,199.05,189.65,166.69,125.47
2026-05-30 06:00:00,12,499,177,274,48,3.5,6,3.4166666666666665,191.44,166.67000000000002,157.77,135.46
2026-05-30 07:00:00,12,576,216,304,56,2.9166666666666665,8,5.083333333333333,224.8,201.85999999999999,177.8,154.08
2026-05-30 08:00:00,13,690,251,362,77,3.1538461538461537,7,5.0,242.42,242.15,187.2,160.46
2026-05-30 09:00:00,11,754,282,397,75,3.090909090909091,8,6.454545454545454,273.13,241.02,225.26,187.07
2026-05-30 10:00:00,9,711,347,291,73,3.0,6,6.0,311.32,251.2,206.64,217.64
2026-05-30 11:00:00,14,807,350,349,108,3.2142857142857144,8,6.285714285714286,339.52,277.23,207.55,206.21
2026-05-30 12:00:00,9,784,379,321,84,3.111111111111111,6,6.666666666666667,303.61,255.14000000000001,178.82,209.66
2026-05-30 13:00:00,11,833,407,350,76,3.090909090909091,7,5.7272727272727275,315.92,274.3,245.27,227.58
2026-05-30 14:00:00,10,672,293,304,75,3.3,5,4.4,272.18,239.45,190.09,156.2
2026-05-30 15:00:00,12,776,326,356,94,3.5,7,6.166666666666667,282.61,250.15,200.26,188.19
2026-05-30 16:00:00,14,847,355,435,57,2.9285714285714284,9,5.142857142857143,306.59,288.96999999999997,244.98,238.28
2026-05-30 17:00:00,13,797,348,388,61,3.4615384615384617,8,5.076923076923077,296.68,284.1,218.64,178.78
2026-05-30 18:00:00,13,824,377,344,103,3.3846153846153846,8,5.230769230769231,311.26,274.67,225.23,214.81
2026-05-30 19:00:00,12,728,330,300,98,3.25,7,6.666666666666667,264.33,267.5,213.51,188.28
2026-05-30 20:00:00,11,756,287,374,95,3.090909090909091,7,6.363636363636363,243.25,304.54,215.96,202.69
2026-05-30 21:00:00,10,686,246,369,71,2.8,7,5.2,279.49,250.04999999999998,196.08,197.26
2026-05-30 22:00:00,9,661,265,317,79,3.5555555555555554,5,3.888888888888889,239.89000000000001,230.60999999999999,210.32,180.87
2026-05-30 23:00:00,15,549,226,220,103,3.4,9,3.8,209.84,163.28,156.19,149.58
2026-05-31 00:00:00,12,526,151,289,86,2.9166666666666665,9,4.083333333333333,182.19,157.22,189.01,126.75
2026-05-31 01:00:00,11,581,237,260,84,3.1818181818181817,6,4.2727272727272725,197.77,183.27,169.84,155.06
2026-05-31 02:00:00,12,537,206,226,105,3.5,6,3.1666666666666665,195.05,179.15,134.26,136.02
2026-05-31 03:00:00,12,580,200,272,108,2.9166666666666665,7,2.5833333333333335,167.92,192.9,163.26,129.59
2026-05-31 04:00:00,14,583,201,295,87,3.2857142857142856,9,4.0,233.9,193.91,171.66,154.71
2026-05-31 05:00:00,13,535,201,219,115,3.5384615384615383,7,2.5384615384615383,211.82999999999998,154.29,138.06,125.7
2026-05-31 06:00:00,8,578,261,245,72,3.5,4,4.125,192.45,196.5,138.78,138.28
2026-05-31 07:00:00,10,603,255,277,71,2.8,7,4.7,214.64000000000001,198.73,147.75,157.24
2026-05-31 08:00:00,14,623,216,342,65,3.142857142857143,9,5.0,223.79,189.06,178.95,185.92
2026-05-31 09:00:00,14,694,324,296,74,3.2142857142857144,8,4.928571428571429,271.3,237.1,169.61,177.91
2026-05-31 10:00:00,11,872,336,416,120,3.1818181818181817,6,4.7272727272727275,314.4,279.81,244.69,221.41
2026-05-31 11:00:00,12,629,312,271,46,3.5833333333333335,6,3.6666666666666665,238.05,229.34,143.95,184.2
2026-05-31 12:00:00,14,667,317,292,58,3.4285714285714284,8,4.714285714285714,249.91,246.47,183.2,187.33
2026-05-31 13:00:00,12,666,286,301,79,3.0833333333333335,8,4.75,244.13,205.09,178.18,202.37
2026-05-31 14:00:00,14,858,385,415,58,3.357142857142857,8,5.214285714285714,330.2,366.28999999999996,229.93,221.23
2026-05-31 15:00:00,11,732,351,317,64,2.727272727272727,7,5.090909090909091,270.53,285.18,202.84,187.89
2026-05-31 16:00:00,11,780,321,400,59,3.0,8,8.636363636363637,294.71,284.32,186.41,232.46
2026-05-31 17:00:00,14,717,355,286,76,3.0,9,5.857142857142857,277.35,234.95,197.18,211.89000000000001
2026-05-31 18:00:00,12,762,369,338,55,2.8333333333333335,9,6.083333333333333,311.83,256.76,211.67,198.93
2026-05-31 19:00:00,10,709,258,375,76,3.4,5,4.2,258.66,266.83,205.85,162.24
2026-05-31 20:00:00,13,701,239,381,81,2.8461538461538463,10,7.153846153846154,236.69,244.92,207.95,197.52
2026-05-31 21:00:00,9,621,205,344,72,3.111111111111111,6,5.333333333333333,213.93,213.11,189.51,155.82
2026-05-31 22:00:00,10,621,237,294,90,2.8,7,4.8,231.26,193.13,167.22,151.34
2026-05-31 23:00:00,10,594,204,300,90,3.2,7,5.3,182.39000000000001,200.94,184.88,129.89
2026-06-01 00:00:00,11,511,207,225,79,2.727272727272727,8,4.090909090909091,202.53,190.07,128.98,112.19
2026-06-01 01:00:00,15,602,212,322,68,3.2666666666666666,9,3.0,220.98,181.96,174.62,163.53
2026-06-01 02:00:00,11,587,238,274,75,3.3636363636363638,6,3.272727272727273,212.49,185.4,163.57,145.29
2026-06-01 03:00:00,9,449,170,212,67,2.5555555555555554,6,4.444444444444445,170.05,148.59,127.15,104.67999999999999
2026-06-01 04:00:00,11,641,207,337,97,3.272727272727273,8,3.4545454545454546,211.47,207.31,197.18,160.72
2026-06-01 05:00:00,7,646,287,305,54,3.4285714285714284,4,4.857142857142857,238.0,183.47,172.94,140.6
2026-06-01 06:00:00,12,600,196,304,100,3.5833333333333335,6,3.5,207.19,186.91,161.59,147.96
2026-06-01 07:00:00,12,477,140,280,57,2.9166666666666665,8,3.3333333333333335,177.01,165.59,141.93,125.02000000000001
2026-06-01 08:00:00,15,564,185,349,30,3.4,10,6.333333333333333,219.49,205.44,148.5,129.78
2026-06-01 09:00:00,10,799,315,388,96,3.2,7,6.5,288.34000000000003,299.47,240.41,223.78
2026-06-01 10:00:00,12,747,288,382,77,2.9166666666666665,7,5.416666666666667,282.06,279.16,211.76,179.52
2026-06-01 11:00:00,14,781,301,374,106,3.2857142857142856,8,3.2857142857142856,296.63,276.74,236.41,228.76
2026-06-01 12:00:00,11,715,304,318,93,3.090909090909091,7,6.090909090909091,243.88,246.55,200.32,193.08999999999997
2026-06-01 13:00:00,11,692,321,277,94,3.1818181818181817,6,4.090909090909091,267.88,226.41,186.1,181.38
2026-06-01 14:00:00,12,644,306,285,53,2.8333333333333335,9,7.166666666666667,257.12,208.13,170.55,177.4
2026-06-01 15:00:00,8,768,419,253,96,2.875,5,6.125,317.22,262.77,219.48,233.01000000000002
2026-06-01 16:00:00,16,785,362,334,89,3.25,10,5.375,288.02,268.24,232.39,199.17
2026-06-01 17:00:00,11,660,304,277,79,3.0,7,5.7272727272727275,229.82999999999998,208.65,186.85,151.56
2026-06-01 18:00:00,13,679,320,281,78,3.230769230769231,7,4.0,258.1,236.54000000000002,169.53,176.66
2026-06-01 19:00:00,12,740,323,370,47,3.3333333333333335,6,3.5833333333333335,285.42,269.66,203.12,212.95
2026-06-01 20:00:00,10,725,303,354,68,3.2,7,7.4,296.83,230.94,170.17,204.76000000000002
2026-06-01 21:00:00,13,638,232,343,63,3.0,10,6.615384615384615,235.58,225.92,202.81,160.19
2026-06-01 22:00:00,10,527,162,304,61,3.4,6,4.1,190.53,144.75,142.1,129.98
2026-06-01 23:00:00,12,505,152,273,80,3.25,9,4.833333333333333,208.12,164.44,162.15,121.28
2026-06-02 00:00:00,9,542,263,229,50,2.6666666666666665,6,4.666666666666667,206.70999999999998,174.78,133.91,138.04
2026-06-02 01:00:00,16,442,215,164,63,3.125,10,3.3125,158.41,137.95,111.53999999999999,112.85
2026-06-02 02:00:00,12,568,239,230,99,3.25,8,4.666666666666667,202.94,195.29,157.95,147.92000000000002
2026-06-02 03:00:00,9,470,242,122,106,3.5555555555555554,4,2.2222222222222223,177.22,162.56,119.24,106.39999999999999
2026-06-02 04:00:00,11,555,280,189,86,3.6363636363636362,5,3.5454545454545454,220.87,173.07999999999998,165.83,157.07999999999998
2026-06-02 05:00:00,8,430,177,192,61,3.0,5,3.75,173.39000000000001,160.22,109.06,114.5
2026-06-02 06:00:00,7,510,239,200,71,3.0,4,3.5714285714285716,203.85999999999999,172.59,152.23,120.67999999999999
2026-06-02 07:00:00,13,618,296,245,77,3.3076923076923075,8,4.153846153846154,256.77,194.05,179.24,150.98
2026-06-02 08:00:00,11,562,248,261,53,3.1818181818181817,6,4.909090909090909,198.64000000000001,173.29,178.69,146.37
2026-06-02 09:00:00,12,803,384,349,70,3.5,6,5.416666666666667,308.9,274.89,248.0,184.81
2026-06-02 10:00:00,13,695,399,218,78,3.230769230769231,7,5.846153846153846,296.26,231.96,180.15,193.19
2026-06-02 11:00:00,14,653,376,228,49,3.0,9,5.785714285714286,206.79,225.78,167.13,212.51999999999998
2026-06-02 12:00:00,10,642,381,207,54,3.0,6,4.2,254.03,237.62,153.57,201.23
2026-06-02 13:00:00,8,816,412,336,68,3.625,4,5.5,283.33,289.76,243.73999999999998,220.39
2026-06-02 14:00:00,7,673,400,199,74,3.4285714285714284,4,5.285714285714286,233.97,198.05,163.04999999999998,209.32
2026-06-02 15:00:00,13,790,375,328,87,3.230769230769231,8,5.384615384615385,289.54,278.21999999999997,197.53,217.95
2026-06-02 16:00:00,12,759,384,339,36,3.4166666666666665,7,5.5,289.82,253.04999999999998,216.39,228.18
2026-06-02 17:00:00,9,702,330,302,70,2.888888888888889,6,6.555555555555555,268.71999999999997,226.14000000000001,196.35,181.52
2026-06-02 18:00:00,10,737,412,260,65,3.3,5,5.2,290.73,235.82999999999998,205.14000000000001,213.24
2026-06-02 19:00:00,10,642,318,257,67,3.6,5,1.3,260.93,218.81,164.59,180.4
2026-06-02 20:00:00,8,603,235,295,73,3.375,5,6.0,217.33,198.48,164.57,156.19
2026-06-02 21:00:00,13,720,329,343,48,3.5384615384615383,8,5.153846153846154,273.14,244.73,210.78,216.19
2026-06-02 22:00:00,11,660,252,335,73,3.5454545454545454,6,2.4545454545454546,250.39,210.85,184.07,162.29
2026-06-02 23:00:00,11,540,249,238,53,3.727272727272727,5,2.8181818181818183,189.66,206.85,150.94,134.27
2026-06-03 00:00:00,9,518,196,244,78,3.111111111111111,5,2.2222222222222223,210.5,187.98,137.76999999999998,124.45
2026-06-03 01:00:00,13,504,237,181,86,3.3076923076923075,9,3.5384615384615383,205.1,164.82,140.3,124.25
2026-06-03 02:00:00,14,401,130,201,70,3.142857142857143,9,2.357142857142857,146.82,128.58,117.82000000000001,82.62
2026-06-03 03:00:00,13,488,242,180,66,3.5384615384615383,7,2.4615384615384617,176.95,168.91,122.03,133.46
2026-06-03 04:00:00,12,420,174,163,83,3.1666666666666665,7,3.8333333333333335,159.98,143.76,98.89,107.53
2026-06-03 05:00:00,9,614,319,229,66,3.2222222222222223,5,2.888888888888889,215.0,221.87,150.38,180.60999999999999
2026-06-03 06:00:00,14,477,231,179,67,3.2857142857142856,8,3.142857142857143,177.92,170.52,117.45,122.68
2026-06-03 07:00:00,14,488,242,166,80,2.7857142857142856,10,4.285714285714286,188.12,156.03,131.07,112.31
2026-06-03 08:00:00,12,533,244,235,54,3.1666666666666665,7,5.083333333333333,195.32,179.60000000000002,121.85,144.13
2026-06-03 09:00:00,13,759,387,303,69,2.8461538461538463,10,6.538461538461538,297.24,237.32,203.26,231.14000000000001
2026-06-03 10:00:00,12,719,371,280,68,3.1666666666666665,7,4.5,234.69,254.44,161.07,214.82999999999998
2026-06-03 11:00:00,15,636,336,224,76,2.933333333333333,9,5.333333333333333,249.3,233.2,162.42000000000002,170.84
2026-06-03 12:00:00,11,768,402,283,83,3.0,8,5.2727272727272725,270.13,245.57,191.12,215.23999999999998
2026-06-03 13:00:00,10,759,371,325,63,2.8,6,5.1,272.13,257.37,230.17,210.68
2026-06-03 14:00:00,9,694,327,284,83,3.3333333333333335,5,3.888888888888889,277.85,242.35999999999999,183.05,194.35
2026-06-03 15:00:00,11,801,426,290,85,3.1818181818181817,6,4.818181818181818,299.13,245.14000000000001,174.7,229.11
2026-06-03 16:00:00,11,790,485,210,95,3.0,7,6.181818181818182,334.98,253.99,194.91,229.16
2026-06-03 17:00:00,9,738,399,243,96,3.3333333333333335,6,4.444444444444445,308.93,266.35,194.6,196.27
2026-06-03 18:00:00,14,667,364,234,69,3.2857142857142856,8,4.357142857142857,239.8,229.03,150.66,176.84
2026-06-03 19:00:00,12,550,283,202,65,3.4166666666666665,7,5.166666666666667,204.96,203.6,136.98,128.67000000000002
2026-06-03 20:00:00,9,642,266,321,55,3.3333333333333335,5,4.111111111111111,213.72,202.57,193.54,150.36
2026-06-03 21:00:00,12,634,288,262,84,3.5833333333333335,6,2.3333333333333335,237.36,196.56,170.02,163.79
2026-06-03 22:00:00,13,565,293,199,73,3.6153846153846154,7,2.0,200.85,183.73,149.4,159.78
2026-06-03 23:00:00,11,593,286,224,83,3.3636363636363638,6,4.2727272727272725,229.37,209.0,166.03,157.53
2026-06-04 00:00:00,7,689,291,292,106,3.142857142857143,4,2.7142857142857144,229.95999999999998,229.48,182.10999999999999,185.46
2026-06-04 01:00:00,13,476,231,163,82,3.230769230769231,8,3.1538461538461537,152.99,144.54,116.83,133.79
2026-06-04 02:00:00,10,470,207,146,117,3.5,5,3.7,148.81,160.62,110.2,124.79
2026-06-04 03:00:00,9,539,278,173,88,3.3333333333333335,4,2.888888888888889,183.58,172.32,152.07,108.50999999999999
2026-06-04 04:00:00,13,494,163,270,61,3.5384615384615383,7,2.3846153846153846,186.85999999999999,163.22,155.57999999999998,123.13
2026-06-04 05:00:00,8,556,273,211,72,3.125,5,4.625,214.82,182.93,153.31,168.32
2026-06-04 06:00:00,10,558,278,208,72,3.2,6,2.5,224.94,209.01999999999998,151.8,133.84
2026-06-04 07:00:00,9,533,237,219,77,2.6666666666666665,6,5.444444444444445,190.5,174.47,138.60999999999999,142.03
2026-06-04 08:00:00,15,483,218,224,41,3.533333333333333,9,4.666666666666667,183.76,163.81,120.58,145.34
2026-06-04 09:00:00,11,738,354,304,80,3.727272727272727,6,6.363636363636363,290.34,263.61,219.6,202.95
2026-06-04 10:00:00,11,754,384,288,82,2.727272727272727,7,5.818181818181818,288.25,256.21,211.49,195.3
2026-06-04 11:00:00,10,782,366,330,86,3.2,7,6.4,320.84,273.86,180.88,188.26999999999998
2026-06-04 12:00:00,11,733,399,269,65,3.3636363636363638,6,5.636363636363637,295.74,259.69,221.74,225.28
2026-06-04 13:00:00,11,732,441,218,73,2.8181818181818183,7,6.545454545454546,280.6,228.49,177.63,197.44
2026-06-04 14:00:00,12,691,304,333,54,3.3333333333333335,6,4.083333333333333,289.42,217.75,214.97,143.92
2026-06-04 15:00:00,11,796,419,298,79,2.8181818181818183,7,4.818181818181818,332.59,294.74,202.45999999999998,219.78
2026-06-04 16:00:00,10,725,384,221,120,3.1,6,4.4,256.57,233.45,167.34,151.60999999999999
2026-06-04 17:00:00,10,783,392,327,64,3.3,5,5.9,267.78000000000003,301.64,184.93,165.55
2026-06-04 18:00:00,16,687,391,251,45,3.5,10,6.3125,291.63,269.12,172.44,210.98
2026-06-04 19:00:00,8,640,334,220,86,2.75,5,5.75,235.07,195.96,145.19,155.76
2026-06-04 20:00:00,11,725,428,224,73,3.1818181818181817,7,4.454545454545454,303.64,261.14,186.9,189.70999999999998
2026-06-04 21:00:00,10,701,267,363,71,3.2,5,4.2,304.96000000000004,244.48000000000002,223.7,134.78
2026-06-04 22:00:00,8,573,251,253,69,3.0,5,3.75,199.22,181.99,160.03,145.93
2026-06-04 23:00:00,10,651,284,290,77,2.9,6,4.1,246.70000000000002,237.17999999999998,187.92,182.88
2026-06-05 00:00:00,8,479,213,184,82,3.0,5,5.0,167.70000000000002,159.94,140.0,138.74
2026-06-05 01:00:00,11,528,239,221,68,3.272727272727273,7,4.181818181818182,227.07,190.94,144.89000000000001,141.62
2026-06-05 02:00:00,13,468,229,135,104,2.8461538461538463,9,5.615384615384615,148.54,152.64,133.28,119.72
2026-06-05 03:00:00,12,551,289,190,72,2.5833333333333335,9,4.5,203.02,183.91,129.44,160.28
2026-06-05 04:00:00,11,521,232,206,83,3.090909090909091,6,4.0,171.46,163.01,137.05,143.91
2026-06-05 05:00:00,12,456,209,133,114,3.3333333333333335,8,3.5,155.6,154.49,106.75,108.1
2026-06-05 06:00:00,11,558,255,236,67,3.1818181818181817,6,3.6363636363636362,205.59,176.54,151.79000000000002,145.09
2026-06-05 07:00:00,13,438,168,191,79,2.8461538461538463,8,4.538461538461538,146.15,146.58,121.91,103.58
2026-06-05 08:00:00,14,598,253,272,73,3.142857142857143,9,5.0,232.57999999999998,204.36,166.77,159.29
2026-06-05 09:00:00,9,767,417,276,74,3.4444444444444446,5,4.222222222222222,264.31,246.83,216.82999999999998,207.73
2026-06-05 10:00:00,13,696,407,226,63,3.1538461538461537,8,5.076923076923077,303.02,245.87,156.31,182.73
2026-06-05 11:00:00,11,549,301,196,52,3.727272727272727,5,4.090909090909091,216.38,178.12,139.55,165.8
2026-06-05 12:00:00,15,775,460,257,58,2.7333333333333334,9,6.2,295.92,255.85999999999999,179.93,211.82
2026-06-05 13:00:00,16,800,403,327,70,3.25,10,5.5,286.82,290.01,218.78,221.31
2026-06-05 14:00:00,13,776,415,282,79,2.923076923076923,9,4.6923076923076925,309.32,267.31,222.1,245.25
2026-06-05 15:00:00,11,723,365,271,87,3.272727272727273,6,4.636363636363637,253.89,239.53,217.01,188.12
2026-06-05 16:00:00,11,649,339,235,75,3.727272727272727,5,4.636363636363637,262.27,199.28,167.39,168.43
2026-06-05 17:00:00,12,800,382,354,64,3.0,7,5.5,301.86,275.39,207.01,235.64
2026-06-05 18:00:00,14,737,404,247,86,3.5714285714285716,8,3.9285714285714284,290.03,288.03999999999996,213.37,197.34
2026-06-05 19:00:00,9,602,287,208,107,3.111111111111111,6,6.888888888888889,219.94,192.15,170.62,178.55
2026-06-05 20:00:00,11,668,335,258,75,3.0,6,4.636363636363637,255.68,243.88,161.79,187.26
2026-06-05 21:00:00,13,690,282,338,70,3.076923076923077,9,6.923076923076923,254.23000000000002,195.19,218.45,177.31
2026-06-05 22:00:00,9,574,266,196,112,3.0,6,3.6666666666666665,210.76,180.67,168.31,141.98
2026-06-05 23:00:00,12,560,260,232,68,3.5,6,3.6666666666666665,210.29,201.4,150.28,123.96000000000001
2026-06-06 00:00:00,12,493,189,225,79,3.5,6,2.3333333333333335,176.32,178.63,129.52,117.28
2026-06-06 01:00:00,11,576,189,312,75,2.727272727272727,7,4.636363636363637,232.4,190.96,184.97,150.63
2026-06-06 02:00:00,15,516,185,231,100,3.3333333333333335,9,4.066666666666666,196.76,165.75,141.13,122.83
2026-06-06 03:00:00,9,567,231,239,97,3.2222222222222223,5,4.222222222222222,186.03,204.84,125.72,157.41
2026-06-06 04:00:00,10,607,209,348,50,3.1,7,3.8,203.46,209.23,162.26,164.97
2026-06-06 05:00:00,13,607,267,257,83,2.8461538461538463,9,3.076923076923077,235.1,178.43,156.93,153.18
2026-06-06 06:00:00,9,511,214,234,63,3.6666666666666665,4,2.5555555555555554,193.26,155.28,135.31,133.16
2026-06-06 07:00:00,11,547,218,251,78,2.8181818181818183,8,5.2727272727272725,193.46,195.55,139.49,141.9
2026-06-06 08:00:00,11,669,254,357,58,3.6363636363636362,6,4.545454545454546,273.04,236.66,189.82,166.83
2026-06-06 09:00:00,9,709,291,332,86,2.7777777777777777,6,5.777777777777778,285.5,248.76000000000002,210.87,182.88
2026-06-06 10:00:00,13,781,361,337,83,3.076923076923077,10,6.923076923076923,292.28,262.36,203.7,211.46
2026-06-06 11:00:00,10,680,301,317,62,3.2,6,4.1,270.22,216.28,218.2,186.91
2026-06-06 12:00:00,13,737,362,288,87,3.230769230769231,7,4.230769230769231,268.66,242.07,181.5,184.09
2026-06-06 13:00:00,9,789,371,365,53,2.888888888888889,6,4.888888888888889,275.74,281.42,192.59,188.16
2026-06-06 14:00:00,11,689,361,298,30,3.1818181818181817,7,4.090909090909091,260.73,211.29,200.67,199.15
2026-06-06 15:00:00,12,859,419,349,91,3.3333333333333335,7,6.0,318.41,281.33,210.34,248.46
2026-06-06 16:00:00,11,806,343,413,50,2.909090909090909,7,6.0,314.90000000000003,264.2,255.52,192.13
2026-06-06 17:00:00,9,805,357,339,109,3.111111111111111,5,5.555555555555555,297.17,279.67,229.04,201.64
2026-06-06 18:00:00,15,751,390,293,68,3.066666666666667,9,6.0,269.58,285.36,210.1,186.8
2026-06-06 19:00:00,14,674,253,313,108,3.0,9,6.5,227.21,225.26,205.96,149.69
2026-06-06 20:00:00,14,626,227,312,87,2.7142857142857144,10,5.571428571428571,216.25,209.81,191.57,152.27
