timestamp,total_power_kw,floor1_power_kw,floor2_power_kw,roomA_power_kw,roomB_power_kw,roomC_power_kw,roomD_power_kw,floor1_ac_kw,floor1_light_kw,floor1_plug_kw,floor2_ac_kw,floor2_light_kw,floor2_plug_kw
2026-05-06 08:00:00,34.73,13.09,12.48,4.08,6.44,4.09,6.14,4.28,3.55,5.26,4.1,2.77,5.61
2026-05-06 09:00:00,35.65,13.34,11.84,4.44,6.01,3.94,5.63,4.82,2.94,5.58,4.13,2.5,5.21
2026-05-06 10:00:00,36.15,14.81,12.18,4.83,6.88,4.04,5.33,5.17,3.51,6.13,5.11,2.73,4.34
2026-05-06 11:00:00,37.38,14.36,13.16,4.91,5.93,4.33,5.86,5.86,2.8,5.7,5.4,3.02,4.74
2026-05-06 12:00:00,40.88,15.74,15.08,5.42,5.86,5.28,6.02,7.44,2.86,5.44,6.88,2.74,5.47
2026-05-06 13:00:00,40.4,15.51,14.61,5.09,6.6,4.88,6.3,6.36,3.49,5.65,6.23,3.18,5.2
2026-05-06 14:00:00,43.05,16.47,16.07,5.64,5.91,5.48,6.64,8.2,3.03,5.25,7.18,3.26,5.63
2026-05-06 15:00:00,41.49,16.54,14.85,5.46,6.68,5.22,5.57,7.34,3.61,5.6,7.39,2.74,4.72
2026-05-06 16:00:00,43.37,16.93,15.85,5.79,6.25,5.48,5.87,8.16,3.17,5.61,8.19,3.18,4.48
2026-05-06 17:00:00,44.82,17.86,16.11,6.26,5.84,5.53,6.41,9.6,2.89,5.37,7.57,3.22,5.32
2026-05-06 18:00:00,40.64,16.05,14.65,5.51,5.57,5.09,5.45,8.28,2.89,4.88,7.48,2.85,4.33
2026-05-06 19:00:00,34.06,12.39,11.57,4.49,3.37,4.35,3.33,7.54,1.57,3.28,7.08,1.58,2.91
2026-05-06 20:00:00,32.89,11.97,10.3,4.22,3.16,3.86,3.03,7.64,1.74,2.59,6.19,1.42,2.69
2026-05-06 21:00:00,30.67,11.2,9.78,3.82,3.55,3.47,3.29,6.37,2,2.82,5.48,1.78,2.52
2026-05-06 22:00:00,31.59,11.28,10.72,4.07,3.37,3.88,3.59,6.39,1.51,3.37,5.89,1.74,3.09
2026-05-06 23:00:00,23.95,7.72,6.37,2.83,1.52,2.53,1.2,5.61,0.8,1.31,4.8,0.65,0.92
2026-05-07 00:00:00,20.89,5.75,5.81,2.05,1.37,2.24,1.42,3.89,0.77,1.09,3.91,0.7,1.21
2026-05-07 01:00:00,21.18,6.28,5.31,2.28,1.27,2.03,1.26,4.55,0.7,1.03,3.68,0.7,0.93
2026-05-07 02:00:00,21.05,5.98,5.11,2.21,1.36,1.92,1.41,4.01,0.63,1.34,3.23,0.72,1.16
2026-05-07 03:00:00,19.77,5.58,4.91,2.05,1.34,1.88,1.28,3.65,0.62,1.31,3.2,0.62,1.1
2026-05-07 04:00:00,20.33,5.63,4.99,2.01,1.36,1.92,1.24,3.77,0.75,1.11,3.32,0.6,1.07
2026-05-07 05:00:00,20.28,5.6,5.23,1.98,1.37,2,1.31,3.75,0.77,1.08,3.48,0.66,1.08
2026-05-07 06:00:00,27.08,9.22,8.19,3.14,3.67,2.84,3.37,4.02,1.8,3.4,3.6,1.54,3.05
2026-05-07 07:00:00,26.75,8.8,7.96,2.86,3.59,2.8,3.24,3.91,2.01,2.88,3.48,1.39,3.08
2026-05-07 08:00:00,36.45,14.13,12.79,4.61,6.73,4.2,6.18,4.63,3.36,6.13,4.36,2.82,5.6
2026-05-07 09:00:00,34.38,12.96,11.76,3.95,6.2,3.82,5.52,4.67,3.65,4.64,4.4,2.77,4.59
2026-05-07 10:00:00,36.16,14.12,12.44,4.54,6.44,3.96,5.76,5.22,3.44,5.45,4.95,3.16,4.33
2026-05-07 11:00:00,36.06,13.21,12.86,4.35,5.57,4.36,5.58,5.5,2.94,4.77,5.32,2.64,4.91
2026-05-07 12:00:00,38,15.47,12.22,5.05,6.43,4.1,5.19,6.67,3.51,5.3,5.33,2.64,4.25
2026-05-07 13:00:00,40.83,15.37,15.09,4.95,6.1,5.34,5.87,7.19,3.57,4.6,7.04,2.61,5.44
2026-05-07 14:00:00,41.78,15.38,15.23,5.26,5.82,5.44,5.83,7.16,2.9,5.32,7.2,2.52,5.52
2026-05-07 15:00:00,43.09,17.29,15.13,6.06,6.22,5.21,5.85,8.34,2.89,6.06,7.4,3.02,4.71
2026-05-07 16:00:00,44.38,17.57,15.61,5.83,6.21,5.53,5.61,9.21,3.59,4.77,8.11,2.79,4.7
2026-05-07 17:00:00,42.15,16.98,15.27,5.83,6.47,5.25,5.78,7.8,3.15,6.03,7.71,3.1,4.46
2026-05-07 18:00:00,41.58,16.54,15.09,5.55,6,5.09,6,8.31,3.28,4.95,7.26,3.27,4.56
2026-05-07 19:00:00,32.99,12.06,10.79,4.34,3.16,4.09,3.09,7.59,1.57,2.9,6.57,1.4,2.82
2026-05-07 20:00:00,31.9,11.63,10.4,4.21,3.37,3.82,3.07,6.74,1.52,3.37,6.38,1.64,2.37
2026-05-07 21:00:00,30.5,10.69,10.54,3.71,3.48,3.92,3.33,5.85,1.81,3.04,5.97,1.47,3.09
2026-05-07 22:00:00,30.52,10.15,10.19,3.44,3.32,3.66,3.38,5.65,1.88,2.63,5.74,1.76,2.69
2026-05-07 23:00:00,22.75,6.36,6.1,2.33,1.23,2.37,1.39,4.66,0.66,1.04,4.26,0.7,1.14
2026-05-08 00:00:00,22.8,6.69,6.43,2.42,1.48,2.56,1.32,4.66,0.79,1.24,4.65,0.62,1.16
2026-05-08 01:00:00,22.09,6.32,6.03,2.32,1.39,2.38,1.32,4.36,0.69,1.27,4.23,0.61,1.19
2026-05-08 02:00:00,20.19,5.98,5.07,2.15,1.43,1.95,1.24,4.01,0.76,1.21,3.41,0.62,1.04
2026-05-08 03:00:00,21.46,6.05,5.32,2.17,1.49,2.06,1.24,3.99,0.79,1.28,3.66,0.63,1.03
2026-05-08 04:00:00,19.98,5.64,5.21,2.07,1.24,2,1.38,3.88,0.6,1.16,3.34,0.63,1.24
2026-05-08 05:00:00,20.49,5.44,5.16,1.91,1.38,1.97,1.37,3.58,0.8,1.05,3.3,0.64,1.22
2026-05-08 06:00:00,26.6,9.05,7.87,3.16,3.41,2.7,3.14,4.12,1.56,3.37,3.7,1.59,2.58
2026-05-08 07:00:00,26.95,8.6,8.3,2.84,3.23,2.77,3.64,4.22,1.83,2.56,3.43,1.79,3.08
2026-05-08 08:00:00,34.04,13.39,10.9,4.44,6.28,3.48,5.26,4.45,3.02,5.92,3.93,2.69,4.28
2026-05-08 09:00:00,34.71,13.37,12.14,4.51,5.95,3.72,6.28,4.85,2.82,5.7,3.89,3.32,4.93
2026-05-08 10:00:00,37.24,14.21,13.3,4.88,6.13,4.38,6.26,5.34,2.78,6.08,4.83,2.95,5.52
2026-05-08 11:00:00,39.6,15.82,14.24,5.29,6.75,4.7,6.31,6.3,3.36,6.15,5.87,3.23,5.14
2026-05-08 12:00:00,40.97,16.51,13.83,5.43,6.86,4.62,5.68,7.04,3.66,5.81,6.42,3.09,4.31
2026-05-08 13:00:00,41.7,16.54,15.01,5.5,6.8,5.08,6.32,7.05,3.52,5.97,6.58,3.15,5.28
2026-05-08 14:00:00,40.92,15.76,14.72,5.4,5.98,5.14,5.83,7.3,2.95,5.51,6.84,2.74,5.15
2026-05-08 15:00:00,41.81,17.37,14.49,5.8,6.96,4.85,5.92,7.69,3.63,6.05,6.76,3.21,4.51
2026-05-08 16:00:00,42.82,17.71,15.54,6,6.84,5.53,5.92,8.11,3.47,6.13,7.42,2.64,5.48
2026-05-08 17:00:00,43.38,17.59,15.59,5.99,6.41,5.39,5.94,8.64,3.32,5.63,7.75,3.08,4.76
2026-05-08 18:00:00,41.2,16.49,15.28,5.72,5.52,5.3,5.67,8.75,2.81,4.93,7.83,3.01,4.43
2026-05-08 19:00:00,32.84,12.08,10.74,4.24,3.68,4.02,2.99,6.93,1.89,3.26,6.79,1.55,2.4
2026-05-08 20:00:00,33.14,12.34,10.45,4.4,3.56,3.77,3.29,7.29,1.74,3.3,6.17,1.8,2.48
2026-05-08 21:00:00,29.88,10.13,9.58,3.49,3.13,3.5,3.17,5.84,1.73,2.56,5.3,1.5,2.77
2026-05-08 22:00:00,30.58,11.03,10.44,3.8,3.6,3.83,3.38,6.04,1.91,3.07,5.87,1.59,2.98
2026-05-08 23:00:00,22.51,6.37,5.91,2.36,1.31,2.34,1.3,4.51,0.63,1.24,4.13,0.58,1.19
2026-05-09 00:00:00,19.69,4.72,4.41,1.78,0.57,1.83,0.57,3.94,0.32,0.46,3.65,0.28,0.48
2026-05-09 01:00:00,18.19,4.73,4.13,1.8,0.59,1.72,0.57,3.89,0.29,0.54,3.36,0.26,0.51
2026-05-09 02:00:00,19.44,4.56,4.24,1.71,0.62,1.75,0.58,3.71,0.34,0.51,3.48,0.3,0.47
2026-05-09 03:00:00,18.85,4.48,4.21,1.7,0.64,1.73,0.64,3.58,0.31,0.6,3.35,0.31,0.55
2026-05-09 04:00:00,18.29,4.47,3.94,1.68,0.63,1.62,0.57,3.6,0.34,0.53,3.17,0.29,0.48
2026-05-09 05:00:00,18.18,4.63,3.9,1.74,0.68,1.59,0.61,3.69,0.36,0.58,3.11,0.32,0.47
2026-05-09 06:00:00,20.91,6.07,5.07,2.22,1.52,1.92,1.37,3.89,0.71,1.48,3.23,0.68,1.15
2026-05-09 07:00:00,21.53,5.81,5.65,2.07,1.52,2.16,1.52,3.69,0.8,1.32,3.58,0.7,1.37
2026-05-09 08:00:00,25.42,7.52,7.46,2.62,2.52,2.6,2.72,3.95,1.25,2.31,3.9,1.45,2.12
2026-05-09 09:00:00,25.56,7.89,7.57,2.69,2.86,2.66,2.86,3.89,1.47,2.53,3.71,1.37,2.49
2026-05-09 10:00:00,27.61,9.26,8.01,3.2,3.05,2.85,2.76,5.02,1.6,2.63,4.36,1.44,2.21
2026-05-09 11:00:00,29.24,10.04,8.68,3.6,2.88,3.29,2.39,5.93,1.39,2.72,5.47,1.15,2.06
2026-05-09 12:00:00,28.28,9.76,9.07,3.38,2.86,3.44,2.45,5.87,1.59,2.3,5.79,1.19,2.09
2026-05-09 13:00:00,31.77,11.44,10.09,4.07,3.1,3.82,2.76,7.11,1.61,2.72,6.38,1.33,2.37
2026-05-09 14:00:00,31.09,10.57,9.99,3.72,2.85,3.86,2.57,6.65,1.55,2.36,6.46,1.14,2.39
2026-05-09 15:00:00,32.85,12.01,10.24,4.37,2.88,3.95,2.41,7.95,1.43,2.64,7.06,1.24,1.94
2026-05-09 16:00:00,32.75,11.24,10.71,4.05,2.64,4.15,2.67,7.58,1.39,2.27,7.06,1.21,2.44
2026-05-09 17:00:00,32.29,11.48,9.7,4.23,2.75,3.74,2.55,7.49,1.24,2.75,6.21,1.12,2.37
2026-05-09 18:00:00,31.09,10.66,10.11,3.81,2.69,3.75,2.95,6.93,1.42,2.32,6.19,1.5,2.42
2026-05-09 19:00:00,27.99,9.02,8.27,3.32,1.48,3.32,1.43,7.03,0.85,1.14,6.41,0.77,1.1
2026-05-09 20:00:00,27.47,8.96,8.13,3.37,1.47,3.26,1.43,6.84,0.7,1.42,6.26,0.77,1.1
2026-05-09 21:00:00,25.72,8.1,7.38,3.02,1.43,2.93,1.51,6.08,0.72,1.3,5.33,0.71,1.34
2026-05-09 22:00:00,24.48,7.56,7.37,2.74,1.58,2.92,1.47,5.41,0.88,1.27,5.43,0.75,1.2
2026-05-09 23:00:00,22.07,6.06,5.38,2.31,0.66,2.28,0.57,5.15,0.35,0.57,4.61,0.26,0.52
2026-05-10 00:00:00,20.63,5.29,4.66,2.03,0.55,1.93,0.64,4.52,0.28,0.49,3.8,0.31,0.54
2026-05-10 01:00:00,19.03,4.44,4.25,1.67,0.64,1.74,0.62,3.54,0.32,0.57,3.43,0.32,0.5
2026-05-10 02:00:00,17.71,4.45,3.88,1.69,0.6,1.6,0.57,3.6,0.3,0.55,3.1,0.26,0.52
2026-05-10 03:00:00,18.55,4.78,4.32,1.81,0.6,1.8,0.57,3.93,0.31,0.53,3.55,0.27,0.5
2026-05-10 04:00:00,18.81,4.61,4.26,1.74,0.61,1.77,0.59,3.76,0.32,0.53,3.44,0.26,0.55
2026-05-10 05:00:00,18.46,4.55,4.03,1.74,0.61,1.67,0.53,3.68,0.28,0.59,3.32,0.28,0.42
2026-05-10 06:00:00,20.37,5.87,5.19,2.12,1.45,2,1.27,3.84,0.74,1.29,3.49,0.63,1.06
2026-05-10 07:00:00,21.14,5.92,5.68,2.16,1.42,2.12,1.63,3.89,0.67,1.35,3.5,0.82,1.36
2026-05-10 08:00:00,25.74,8.11,7.34,2.77,3.02,2.6,2.6,3.87,1.53,2.71,3.9,1.33,2.1
2026-05-10 09:00:00,25.18,8.25,7.41,2.85,2.63,2.64,2.5,4.61,1.4,2.24,4.14,1.33,1.94
2026-05-10 10:00:00,26.74,8.6,8.02,2.92,2.91,2.98,2.63,4.62,1.6,2.39,4.38,1.12,2.51
2026-05-10 11:00:00,28.72,10.19,8.43,3.6,2.96,3.14,2.47,6.05,1.52,2.62,5.12,1.21,2.1
2026-05-10 12:00:00,28.22,9.45,8.52,3.31,2.8,3.14,2.61,5.57,1.48,2.4,5.03,1.3,2.2
2026-05-10 13:00:00,28.71,9.94,8.54,3.56,2.7,3.19,2.41,6.13,1.34,2.47,5.35,1.23,1.97
2026-05-10 14:00:00,31.97,11.04,10.08,3.95,2.86,3.91,2.61,7.05,1.47,2.52,6.47,1.11,2.49
2026-05-10 15:00:00,32.02,11.04,10.34,4.05,2.61,3.89,2.67,7.3,1.23,2.51,6.86,1.46,2.02
2026-05-10 16:00:00,31.51,10.91,10.39,3.84,2.78,4.02,2.62,7.13,1.57,2.2,6.81,1.19,2.39
2026-05-10 17:00:00,32.33,11.78,10.35,4.22,2.96,4.01,2.58,7.68,1.55,2.55,6.82,1.16,2.36
2026-05-10 18:00:00,31.95,11.98,10.58,4.4,2.74,4.11,2.47,8.06,1.3,2.62,7.28,1.22,2.08
2026-05-10 19:00:00,27.37,8.91,8.54,3.35,1.55,3.51,1.28,6.68,0.72,1.5,6.82,0.62,1.09
2026-05-10 20:00:00,27.11,8.64,8.27,3.25,1.4,3.34,1.52,6.66,0.69,1.29,6.21,0.7,1.36
2026-05-10 21:00:00,27.16,9.02,7.53,3.33,1.66,2.99,1.47,6.71,0.87,1.43,5.59,0.76,1.18
2026-05-10 22:00:00,26.04,7.94,7.19,2.91,1.46,2.9,1.35,5.95,0.82,1.17,5.36,0.62,1.2
2026-05-10 23:00:00,22.87,6.56,5.75,2.52,0.58,2.43,0.55,5.76,0.31,0.49,5.03,0.3,0.42
2026-05-11 00:00:00,22.89,6.64,5.88,2.41,1.52,2.29,1.32,4.53,0.79,1.32,4.14,0.68,1.06
2026-05-11 01:00:00,22.83,6.58,5.97,2.4,1.43,2.32,1.42,4.6,0.75,1.23,4.05,0.69,1.23
2026-05-11 02:00:00,21.12,5.71,5.61,2.06,1.28,2.18,1.31,3.94,0.69,1.08,3.85,0.64,1.12
2026-05-11 03:00:00,20.77,5.9,5.12,2.14,1.41,2,1.14,3.93,0.72,1.26,3.59,0.56,0.96
2026-05-11 04:00:00,20.37,5.76,4.99,2.11,1.33,1.94,1.21,3.88,0.65,1.23,3.35,0.55,1.1
2026-05-11 05:00:00,20.52,5.61,5.18,2.01,1.45,1.98,1.37,3.59,0.76,1.27,3.33,0.65,1.2
2026-05-11 06:00:00,25.28,8.04,8.32,2.72,2.99,2.83,3.51,3.88,1.56,2.59,3.6,1.69,3.04
2026-05-11 07:00:00,27.98,9.12,8.56,2.99,3.5,3.02,3.35,4.39,1.98,2.75,3.98,1.5,3.08
2026-05-11 08:00:00,34.33,13.38,11.67,4.37,6.25,3.71,5.57,4.6,3.16,5.62,4.34,2.94,4.39
2026-05-11 09:00:00,34.09,12.25,11.64,4.05,5.52,3.64,5.87,4.46,2.75,5.04,3.86,3.02,4.75
2026-05-11 10:00:00,36.26,14.15,12.55,4.84,5.92,4.18,5.77,5.63,2.76,5.75,4.73,2.68,5.14
2026-05-11 11:00:00,37.9,15.19,13.28,4.94,6.4,4.6,5.57,6.43,3.5,5.26,5.66,2.49,5.13
2026-05-11 12:00:00,40.35,14.81,14.67,4.87,6.02,4.94,6.04,6.53,3.25,5.02,6.7,3.15,4.82
2026-05-11 13:00:00,39.48,15.04,13.81,4.84,6.04,4.81,5.28,6.92,3.51,4.61,6.76,2.63,4.42
2026-05-11 14:00:00,41.17,15.97,14.89,5.33,5.97,5.02,5.82,7.79,3.27,4.91,7.35,3.26,4.27
2026-05-11 15:00:00,45.47,17.87,16.35,6.16,6.44,5.74,6.34,8.78,3.21,5.88,7.75,2.97,5.62
2026-05-11 16:00:00,42,16.75,14.74,5.73,5.86,5.23,5.39,8.61,3.07,5.08,7.48,2.59,4.67
2026-05-11 17:00:00,45.75,18.67,16.52,6.34,6.96,5.98,5.97,8.95,3.59,6.13,8.3,2.6,5.61
2026-05-11 18:00:00,45.62,17.86,16.73,6.01,6.35,6.07,5.99,9.17,3.48,5.21,8.5,2.63,5.61
2026-05-11 19:00:00,35.29,12.77,11.87,4.54,3.6,4.44,3.21,7.71,1.81,3.25,7.66,1.71,2.49
2026-05-11 20:00:00,33.44,11.9,10.65,4.26,3.16,4.03,2.93,7.46,1.6,2.83,6.7,1.41,2.53
2026-05-11 21:00:00,32.15,10.95,10.39,3.76,3.61,3.81,3.12,5.98,1.94,3.03,6.29,1.66,2.44
2026-05-11 22:00:00,30.78,10.71,10.59,3.71,3.22,3.86,3.18,6.29,1.77,2.65,6.46,1.76,2.38
2026-05-11 23:00:00,23.15,6.62,6.15,2.47,1.36,2.39,1.39,4.65,0.61,1.36,4.32,0.73,1.11
2026-05-12 00:00:00,22.34,6.27,6.09,2.3,1.32,2.41,1.31,4.4,0.66,1.21,4.3,0.59,1.2
2026-05-12 01:00:00,23.2,6.64,6.16,2.41,1.31,2.39,1.38,4.87,0.75,1.02,4.34,0.73,1.09
2026-05-12 02:00:00,21.92,6.24,5.67,2.26,1.35,2.17,1.45,4.39,0.73,1.12,3.72,0.71,1.24
2026-05-12 03:00:00,20.55,5.96,5.14,2.2,1.36,2.01,1.18,4.01,0.64,1.31,3.54,0.56,1.04
2026-05-12 04:00:00,19.75,5.9,4.94,2.13,1.46,1.88,1.22,3.85,0.73,1.31,3.34,0.66,0.95
2026-05-12 05:00:00,20.42,5.43,5.14,1.93,1.37,1.98,1.33,3.55,0.75,1.14,3.33,0.61,1.19
2026-05-12 06:00:00,25.35,8.17,7.5,2.8,3.1,2.55,3.03,3.79,1.52,2.86,3.49,1.55,2.46
2026-05-12 07:00:00,26.31,8.88,7.77,3.07,3.42,2.64,3.14,3.98,1.62,3.28,3.63,1.64,2.5
2026-05-12 08:00:00,35.73,14.01,12.32,4.51,6.57,4.14,5.6,4.88,3.45,5.67,4.69,2.55,5.07
2026-05-12 09:00:00,35.14,13.04,12.02,4.37,5.7,4.02,5.7,4.94,2.77,5.33,4.18,2.48,5.35
2026-05-12 10:00:00,35.75,13.25,12.6,4.33,5.64,4.26,5.79,5.46,3.01,4.77,4.63,2.53,5.44
2026-05-12 11:00:00,39.98,15.67,13.48,5.41,6.35,4.64,5.32,6.53,2.94,6.21,6.4,2.68,4.41
2026-05-12 12:00:00,40.28,15.41,14.06,5.27,6.03,4.83,5.61,6.84,2.92,5.64,6.57,2.79,4.69
2026-05-12 13:00:00,41.59,16.73,14.58,5.78,6.23,5.01,5.62,7.87,3.02,5.84,7.18,2.94,4.45
2026-05-12 14:00:00,43.64,18.23,15.22,6.2,6.87,5.39,5.97,8.6,3.5,6.14,7.01,2.61,5.59
2026-05-12 15:00:00,45.09,17.6,16.51,6.19,6.05,5.72,6.3,8.92,2.84,5.83,8.16,3.24,5.11
2026-05-12 16:00:00,43.13,18.01,15.1,6.04,6.75,5.38,5.38,8.71,3.62,5.68,7.89,2.64,4.58
2026-05-12 17:00:00,45.43,18.32,16.39,6.18,6.36,5.65,6.19,9.63,3.51,5.18,8.29,3.32,4.79
2026-05-12 18:00:00,44.27,17.83,15.7,6.27,6.3,5.53,5.91,8.78,2.93,6.12,7.75,2.85,5.1
2026-05-12 19:00:00,33.82,11.96,11.48,4.16,3.31,4.3,3.37,7.49,1.89,2.58,6.94,1.61,2.93
2026-05-12 20:00:00,32.67,12.12,10.6,4.28,3.54,4,2.97,7.16,1.82,3.14,6.61,1.43,2.57
2026-05-12 21:00:00,33.33,11.85,10.48,4.08,3.66,3.98,2.85,6.84,2.01,3,6.64,1.37,2.47
2026-05-12 22:00:00,30.18,9.96,10.23,3.43,3.12,3.73,3.33,5.68,1.7,2.57,5.76,1.63,2.84
2026-05-12 23:00:00,24.34,7.21,6.55,2.63,1.51,2.64,1.16,5.13,0.81,1.27,5,0.58,0.98
2026-05-13 00:00:00,23.49,7.31,6.27,2.71,1.38,2.51,1.23,5.36,0.7,1.25,4.6,0.58,1.09
2026-05-13 01:00:00,21.77,6.09,5.83,2.24,1.2,2.31,1.28,4.42,0.61,1.06,4.08,0.57,1.18
2026-05-13 02:00:00,20.38,5.66,4.79,2.07,1.27,1.85,1.16,3.85,0.62,1.18,3.23,0.57,0.99
2026-05-13 03:00:00,20.22,5.7,4.95,2.07,1.45,1.91,1.26,3.64,0.71,1.35,3.24,0.57,1.14
2026-05-13 04:00:00,19.35,5.38,5.2,1.95,1.27,1.99,1.36,3.59,0.64,1.15,3.37,0.65,1.17
2026-05-13 05:00:00,19.99,5.37,4.85,1.96,1.18,1.86,1.18,3.72,0.61,1.04,3.3,0.61,0.94
2026-05-13 06:00:00,25.73,8.42,7.98,2.9,3.07,2.69,3.22,4.08,1.52,2.81,3.75,1.71,2.52
2026-05-13 07:00:00,26.88,9.03,7.7,3.07,3.66,2.68,2.94,3.84,1.78,3.41,3.77,1.46,2.46
2026-05-13 08:00:00,34.55,13.4,11.77,4.17,6.36,3.74,5.61,4.78,3.59,5.03,4.42,2.98,4.38
2026-05-13 09:00:00,37.73,14.6,12.8,4.77,6.51,4.09,5.8,5.52,3.38,5.69,5.3,3.25,4.25
2026-05-13 10:00:00,37.92,14.66,13.26,4.87,6.6,4.35,6.2,5.31,3.25,6.09,4.92,3,5.34
2026-05-13 11:00:00,39.55,15.94,13.49,5.37,6.53,4.71,5.45,6.73,3.25,5.96,6.05,2.47,4.97
2026-05-13 12:00:00,40.71,16.24,14.23,5.37,6.8,4.71,6.13,6.78,3.55,5.91,6.17,3.23,4.83
2026-05-13 13:00:00,44.15,17.69,15.84,6.01,6.8,5.64,6.04,8.13,3.43,6.13,7.58,2.7,5.57
2026-05-13 14:00:00,41.86,17.26,14.25,5.88,6.14,4.93,5.38,8.75,3.23,5.28,7.17,2.83,4.26
2026-05-13 15:00:00,42.67,17.5,15.34,6.13,6.25,5.5,5.64,8.54,2.94,6.02,7.64,2.55,5.15
2026-05-13 16:00:00,44.23,17.75,16.37,6.17,6.03,5.63,6.24,9.25,3.02,5.49,8.2,3.33,4.84
2026-05-13 17:00:00,42.85,17.81,15.33,5.99,6.74,5.5,5.84,8.48,3.57,5.77,7.25,2.48,5.6
2026-05-13 18:00:00,44.71,17.43,16.35,5.95,6.33,5.68,6.45,8.59,3.26,5.58,7.66,3.09,5.6
2026-05-13 19:00:00,33.49,12.18,10.67,4.44,3.3,4.04,2.93,7.41,1.5,3.27,6.74,1.42,2.51
2026-05-13 20:00:00,32.52,11.83,11,4.21,3.12,4.08,3.15,7.51,1.64,2.68,6.86,1.67,2.47
2026-05-13 21:00:00,31.52,10.72,10.89,3.76,3.14,4.05,3.22,6.35,1.66,2.71,6.57,1.57,2.75
2026-05-13 22:00:00,32.13,11.24,10.75,3.95,3.5,3.9,3.28,6.32,1.77,3.15,6.48,1.81,2.45
2026-05-13 23:00:00,24.18,7.58,6.33,2.78,1.45,2.47,1.44,5.58,0.78,1.22,4.41,0.71,1.21
2026-05-14 00:00:00,23.06,6.42,5.93,2.38,1.24,2.37,1.11,4.68,0.62,1.13,4.45,0.56,0.92
2026-05-14 01:00:00,22.19,6.56,5.77,2.36,1.48,2.24,1.32,4.53,0.81,1.22,4.03,0.68,1.07
2026-05-14 02:00:00,20.43,5.62,5.23,2.04,1.25,2,1.38,3.88,0.66,1.09,3.38,0.67,1.19
2026-05-14 03:00:00,20.38,5.41,4.95,1.97,1.31,1.91,1.2,3.54,0.64,1.23,3.35,0.59,1.01
2026-05-14 04:00:00,20.29,5.66,5.4,2.08,1.31,2.05,1.42,3.78,0.61,1.27,3.5,0.71,1.2
2026-05-14 05:00:00,20.04,5.62,5.05,1.98,1.35,1.96,1.28,3.8,0.79,1.02,3.29,0.56,1.19
2026-05-14 06:00:00,26.99,9.05,8.02,3.13,3.5,2.7,3.34,4.03,1.64,3.38,3.61,1.72,2.7
2026-05-14 07:00:00,26.89,9.11,8.29,3.04,3.65,2.85,3.45,4.04,1.92,3.16,3.61,1.62,3.06
2026-05-14 08:00:00,35.15,13.25,12.37,4.18,6.13,4.18,5.77,4.89,3.41,4.94,4.4,2.47,5.49
2026-05-14 09:00:00,37.65,14.91,13.55,4.84,6.62,4.39,6.44,5.76,3.52,5.63,4.93,3.18,5.43
2026-05-14 10:00:00,37.59,13.66,13.63,4.5,5.8,4.44,6.45,5.6,3.04,5.02,4.98,3.15,5.5
2026-05-14 11:00:00,38.78,14.38,13.74,4.62,6.4,4.46,6.44,5.6,3.5,5.29,5.16,3.23,5.35
2026-05-14 12:00:00,38.26,15.06,13.71,4.89,5.96,4.51,5.87,7.01,3.41,4.64,6.07,3.2,4.44
2026-05-14 13:00:00,40.82,16.44,13.78,5.76,6.08,4.78,5.31,7.65,2.78,6.01,6.7,2.67,4.41
2026-05-14 14:00:00,42.85,16.86,14.93,5.71,6.14,5.17,5.76,8.35,3.24,5.27,7.28,2.92,4.73
2026-05-14 15:00:00,44.79,18.01,16.43,6.29,6.17,5.62,6.63,9.26,3,5.76,7.58,3.32,5.52
2026-05-14 16:00:00,44.35,17.54,16.09,5.88,6.45,5.58,6.23,8.68,3.5,5.36,7.79,3.12,5.18
2026-05-14 17:00:00,41.98,17.33,14.93,5.89,6.48,5.35,5.22,8.27,3.32,5.74,7.93,2.56,4.44
2026-05-14 18:00:00,42.01,17.06,14.64,5.84,5.81,5.1,5.57,9.02,3.08,4.97,7.23,2.81,4.61
2026-05-14 19:00:00,35.19,12.97,11.38,4.59,3.41,4.25,3.3,8.29,1.85,2.83,6.96,1.63,2.79
2026-05-14 20:00:00,35.09,13.09,11,4.72,3.6,4.17,2.93,7.96,1.72,3.41,7.11,1.48,2.42
2026-05-14 21:00:00,32.94,12.35,10.45,4.33,3.28,3.9,3.08,7.9,1.85,2.6,6.31,1.49,2.64
2026-05-14 22:00:00,31.05,11.19,9.85,3.98,3.07,3.63,3.07,6.91,1.59,2.7,5.73,1.5,2.61
2026-05-14 23:00:00,24.95,7.79,6.72,2.85,1.44,2.66,1.32,5.82,0.81,1.16,4.98,0.69,1.04
2026-05-15 00:00:00,23.51,7.28,6.23,2.65,1.5,2.5,1.16,5.22,0.81,1.25,4.67,0.57,0.99
2026-05-15 01:00:00,22.98,6.51,6.15,2.39,1.31,2.43,1.24,4.69,0.69,1.13,4.51,0.63,1.02
2026-05-15 02:00:00,21.24,6.19,5.3,2.27,1.29,2.02,1.31,4.39,0.67,1.13,3.59,0.69,1.03
2026-05-15 03:00:00,21.96,5.97,5.59,2.18,1.4,2.15,1.35,3.97,0.68,1.32,3.79,0.68,1.12
2026-05-15 04:00:00,19.58,5.54,5.01,2.03,1.38,1.93,1.23,3.56,0.65,1.34,3.36,0.61,1.03
2026-05-15 05:00:00,20.51,5.54,5.34,1.97,1.4,2.06,1.35,3.62,0.77,1.16,3.51,0.64,1.2
